#Build Info: Nov 15 2022 , 06:01:35: Release.
#Test Mobile Application   TM500 5G NR VERSION : NLA5.30.2 Rev1
#Data Logged Test Mobile Application Version: 

#23/05/03,18:17:39:629,DESKTOP-6J2DEE1,L1THROUGHPUT,UE:0-31,ID:NA,100ms,SFN Timestamp,L1 Throughput

#System Parameter
#ScriptFile = ""


#UserConfiguredValues
[Cell Group]                            :[MCG-MCG],   [SCG-SCG],   
[RAT]                                   :[FDD-FDD],   [TDD-TDD],   [NR5G-NR5G],   

#State,Time,UE ID,SFN,H-SFN,Subframe,Cell Group,RAT,DL-SCH Throughput(Kbps),Average DL SCH throughput per UE(kbps),DL-SCH Throughput (PCC)(Kbps),DL-SCH Throughput (SCC1)(Kbps),DL-SCH Throughput (SCC2)(Kbps),DL-SCH Throughput (SCC3)(Kbps),DL-SCH Throughput (SCC4)(Kbps),DL-SCH Throughput (SCC5)(Kbps),DL-SCH Throughput (SCC6)(Kbps),DL-SCH Throughput (SCC7)(Kbps),UL-SCH Throughput(Kbps),Average UL SCH throughput per UE(kbps),UL-SCH Throughput (PCC)(Kbps),UL-SCH Throughput (SCC1)(Kbps),UL-SCH Throughput (SCC2)(Kbps),UL-SCH Throughput (SCC3)(Kbps),

0,18:21:45:329,0,0033,-,0,MCG,FDD,8,8,8,-,-,-,-,-,-,-,4,4,4,-,-,-
0,18:21:45:429,0,0043,-,0,MCG,FDD,6,6,6,-,-,-,-,-,-,-,25,25,25,-,-,-
0,18:21:45:529,0,0053,-,0,MCG,FDD,4,4,4,-,-,-,-,-,-,-,12,12,12,-,-,-
0,18:21:45:629,0,0063,-,0,MCG,FDD,24,24,24,-,-,-,-,-,-,-,56,56,56,-,-,-
0,18:21:45:729,0,0073,-,0,MCG,FDD,36,36,36,-,-,-,-,-,-,-,29,29,29,-,-,-
0,18:21:45:729,0,0074,-,0,SCG,NR5G,50,50,50,-,-,-,-,-,-,-,204,204,204,-,-,-
0,18:21:45:829,0,0083,-,0,MCG,FDD,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-
0,18:21:45:829,0,0083,-,0,SCG,NR5G,6255,6255,6255,-,-,-,-,-,-,-,3649,3649,3649,-,-,-
0,18:21:45:929,0,0093,-,0,MCG,FDD,-,-,-,-,-,-,-,-,-,-,14,14,14,-,-,-
0,18:21:45:929,0,0093,-,0,SCG,NR5G,220674,220674,220674,-,-,-,-,-,-,-,12865,12865,12865,-,-,-
0,18:21:46:029,0,0103,-,0,MCG,FDD,-,-,-,-,-,-,-,-,-,-,7,7,7,-,-,-
0,18:21:46:029,0,0103,-,0,SCG,NR5G,486928,486928,486928,-,-,-,-,-,-,-,22538,22538,22538,-,-,-
